version,importer_version,source_key,season_type,canonical_gender_code,canonical_event_code,section,source_table_index,source_row_index,source_cells,source_line,raw_mark,normalized_mark,mark_flags,pending_ratification,indoor_mark_flag,altitude_flag,secondary_listing,outside_regular_collegiate_season,holder,school,record_date_text,source_as_of,source_url,local_html_sha256,parser_method,anchor_status,selection_policy,performance_count
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,10000M,track,1,19,"10,000 || 30:50.43 || Parker Valby (Florida) || Azusa, California || 4/11/24","10,000 30:50.43 Parker Valby (Florida) Azusa, California 4/11/24",30:50.43,1850.43,,False,False,False,False,False,Parker Valby,Florida,4/11/24,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,16639
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,100H,track,1,21,"100 Hurdles || 12.36 || Masai Russell (Kentucky) || Austin, Texas || 4/01/23","100 Hurdles 12.36 Masai Russell (Kentucky) Austin, Texas 4/01/23",12.36,12.36,,False,False,False,False,False,Masai Russell,Kentucky,4/01/23,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,92453
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,100M,track,1,2,"100 || 10.75 || Sha’Carri Richardson (LSU) || Austin, Texas || 6/08/19","100 10.75 Sha’Carri Richardson (LSU) Austin, Texas 6/08/19",10.75,10.75,,False,False,False,False,False,Sha’Carri Richardson,LSU,6/08/19,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,96892
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,1500M,track,1,12,"1500 || 3:59.90 || Jenny Simpson (Colorado) || Eugene, Oregon || 6/07/09","1500 3:59.90 Jenny Simpson (Colorado) Eugene, Oregon 6/07/09",3:59.90,239.9,,False,False,False,False,False,Jenny Simpson,Colorado,6/07/09,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,119058
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,200M,track,1,4,"200 || 21.80 || Abby Steiner (Kentucky) || Eugene, Oregon || 6/11/22","200 21.80 Abby Steiner (Kentucky) Eugene, Oregon 6/11/22",21.80,21.8,,False,False,False,False,False,Abby Steiner,Kentucky,6/11/22,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,124686
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,3000M,track,1,17,"3000 || 8:35.20i || Katelyn Tuohy (NC State) || New York, New York || 2/11/23","3000 8:35.20i Katelyn Tuohy (NC State) New York, New York 2/11/23",8:35.20,515.2,i,False,True,False,False,False,Katelyn Tuohy,NC State,2/11/23,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,18468
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,3000SC,track,1,15,"Steeple || 8:58.15 || Doris Lemngole’ (Alabama) || Eugene, Oregon || 6/14/25","Steeple 8:58.15 Doris Lemngole’ (Alabama) Eugene, Oregon 6/14/25",8:58.15,538.15,,False,False,False,False,False,Doris Lemngole’,Alabama,6/14/25,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,29546
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400H,track,1,22,"400 Hurdles || 52.46 || Savannah Sutherland’ (Michigan) || Eugene, Oregon || 6/14/25","400 Hurdles 52.46 Savannah Sutherland’ (Michigan) Eugene, Oregon 6/14/25",52.46,52.46,,False,False,False,False,False,Savannah Sutherland’,Michigan,6/14/25,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,61160
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,1,6,"400 || 48.89 || Nickisha Pryce’ (Arkansas) || Eugene, Oregon || 6/08/24","400 48.89 Nickisha Pryce’ (Arkansas) Eugene, Oregon 6/08/24",48.89,48.89,,False,False,False,False,False,Nickisha Pryce’,Arkansas,6/08/24,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,81986
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,5000M,track,1,18,"5000 || 14:44.79i || Jane Hedengren (BYU) || Boston, Massachusetts || 12/06/25","5000 14:44.79i Jane Hedengren (BYU) Boston, Massachusetts 12/06/25",14:44.79,884.79,i,False,True,False,False,False,Jane Hedengren,BYU,12/06/25,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,63448
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,track,1,10,"800 || 1:57.73 || Athing Mu (Texas A&M) || Waco, Texas || 4/17/21","800 1:57.73 Athing Mu (Texas A&M) Waco, Texas 4/17/21",1:57.73,117.72999999999999,,False,False,False,False,False,Athing Mu,Texas A&M,4/17/21,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,113579
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,DT,field,3,9,"Discus || 70.22 | 230-4 || Jorinde van Klinken’ (Arizona State) || Tucson, Arizona || 5/22/21","Discus 70.22 | 230-4 Jorinde van Klinken’ (Arizona State) Tucson, Arizona 5/22/21",70.22,70.22,,False,False,False,False,False,| 230-4 Jorinde van Klinken’,Arizona State,5/22/21,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,66860
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HEP,multi,4,2,"Heptathlon || 6527 || Diane Guthrie-Gresham’ (George Mason) || Knoxville, Tennessee || 6/02-03/95","Heptathlon 6527 Diane Guthrie-Gresham’ (George Mason) Knoxville, Tennessee 6/02-03/95",6527,6527.0,,False,False,False,False,False,Diane Guthrie-Gresham’,George Mason,6/02-03/95,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,11804
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HJ,field,3,2,"High Jump || 2.00 | 6-6¾i || Lamara Distin’ (Texas A&M) || Fayetteville, Arkansas || 2/24/24","High Jump 2.00 | 6-6¾i Lamara Distin’ (Texas A&M) Fayetteville, Arkansas 2/24/24",2.00,2.0,,False,False,False,False,False,| 6-6¾i Lamara Distin’,Texas A&M,2/24/24,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,60786
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HT,field,3,11,"Hammer || 77.67 | 254-10 || Camryn Rogers’ (Cal) || Eugene, Oregon || 6/09/22","Hammer 77.67 | 254-10 Camryn Rogers’ (Cal) Eugene, Oregon 6/09/22",77.67,77.67,,False,False,False,False,False,| 254-10 Camryn Rogers’,Cal,6/09/22,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,69393
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,JT,field,3,13,"Javelin || 64.19 | 210-7 || Rhema Otabor’ (Nebraska) || Eugene, Oregon || 6/06/24","Javelin 64.19 | 210-7 Rhema Otabor’ (Nebraska) Eugene, Oregon 6/06/24",64.19,64.19,,False,False,False,False,False,| 210-7 Rhema Otabor’,Nebraska,6/06/24,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,66176
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,LJ,field,3,5,"Long Jump || 7.14 | 23-5¼ || Tara Davis (Texas) || Austin, Texas || 3/26/21","Long Jump 7.14 | 23-5¼ Tara Davis (Texas) Austin, Texas 3/26/21",7.14,7.14,,False,False,False,False,False,| 23-5¼ Tara Davis,Texas,3/26/21,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,84712
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,PV,field,3,4,"Pole Vault || 4.91 | 16-1¼i || Amanda Moll (Washington) || Indianapolis, Indiana || 2/28/25","Pole Vault 4.91 | 16-1¼i Amanda Moll (Washington) Indianapolis, Indiana 2/28/25",4.91,4.91,,False,False,False,False,False,| 16-1¼i Amanda Moll,Washington,2/28/25,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,47696
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,SP,field,3,8,"Shot || 20.01 | 65-7¾ || Jaida Ross (Oregon) || Fayetteville, Arkansas || 7/23/24","Shot 20.01 | 65-7¾ Jaida Ross (Oregon) Fayetteville, Arkansas 7/23/24",20.01,20.01,,False,False,False,False,False,| 65-7¾ Jaida Ross,Oregon,7/23/24,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,77174
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,TJ,field,3,6,"Triple Jump || 15.12 | 49-7¼(A)i || Jasmine Moore (Florida) || Albuquerque, New Mexico || 3/11/23","Triple Jump 15.12 | 49-7¼(A)i Jasmine Moore (Florida) Albuquerque, New Mexico 3/11/23",15.12,15.12,,False,False,False,False,False,| 49-7¼,A,3/11/23,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,44839
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,10000M,track,1,17,"10,000 || 26:50.21 || Ishmael Kipkurui’ (New Mexico) || San Juan Capistrano, California || 3/29/25","10,000 26:50.21 Ishmael Kipkurui’ (New Mexico) San Juan Capistrano, California 3/29/25",26:50.21,1610.21,,False,False,False,False,False,Ishmael Kipkurui’,New Mexico,3/29/25,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,18636
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,100M,track,1,2,"100 || 9.82 || Christian Coleman (Tennessee) || Eugene, Oregon || 6/07/17","100 9.82 Christian Coleman (Tennessee) Eugene, Oregon 6/07/17",9.82,9.82,,False,False,False,False,False,Christian Coleman,Tennessee,6/07/17,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,92862
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,110H,track,1,19,"110 Hurdles || 12.98 || Grant Holloway (Florida) || Austin, Texas || 6/07/19","110 Hurdles 12.98 Grant Holloway (Florida) Austin, Texas 6/07/19",12.98,12.98,,False,False,False,False,False,Grant Holloway,Florida,6/07/19,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,66133
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,1500M,track,1,9,"1500 || 3:33.02 || Liam Murphy (Villanova) || Raleigh, North Carolina || 3/27/25","1500 3:33.02 Liam Murphy (Villanova) Raleigh, North Carolina 3/27/25",3:33.02,213.02,,False,False,False,False,False,Liam Murphy,Villanova,3/27/25,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,113309
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,200M,track,1,3,"200 || 19.69 || Walter Dix (Florida State) || Gainesville, Florida || 5/25/07","200 19.69 Walter Dix (Florida State) Gainesville, Florida 5/25/07",19.69,19.69,,False,False,False,False,False,Walter Dix,Florida State,5/25/07,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,85641
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000M,track,1,12,"3000 || 7:30.15i || Ethan Strand (North Carolina) || Boston, Massachusetts || 12/07/24","3000 7:30.15i Ethan Strand (North Carolina) Boston, Massachusetts 12/07/24",7:30.15,450.15,i,False,True,False,False,False,Ethan Strand,North Carolina,12/07/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,13747
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,1,13,"Steeple || 8:05.4 || Henry Rono’ (Washington State) || Seattle, Washington || 5/13/78","Steeple 8:05.4 Henry Rono’ (Washington State) Seattle, Washington 5/13/78",8:05.4,485.4,,False,False,False,False,False,Henry Rono’,Washington State,5/13/78,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,30665
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400H,track,1,21,"400 Hurdles || 47.02 || Rai Benjamin’ (USC) || Eugene, Oregon || 6/08/18","400 Hurdles 47.02 Rai Benjamin’ (USC) Eugene, Oregon 6/08/18",47.02,47.02,,False,False,False,False,False,Rai Benjamin’,USC,6/08/18,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,52108
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400M,track,1,5,"400 || 43.61 || Michael Norman (USC) || Eugene, Oregon || 6/08/18","400 43.61 Michael Norman (USC) Eugene, Oregon 6/08/18",43.61,43.61,,False,False,False,False,False,Michael Norman,USC,6/08/18,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,84640
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,5000M,track,1,16,"5000 || 12:57.14i || Nico Young (Northern Arizona) || Boston, Massachusetts || 1/26/24","5000 12:57.14i Nico Young (Northern Arizona) Boston, Massachusetts 1/26/24",12:57.14,777.14,i,False,True,False,False,False,Nico Young,Northern Arizona,1/26/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,63580
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,800M,track,1,7,"800 || 1:43.25 || Michael Saruni’ (UTEP) || Tucson, Arizona || 4/28/18","800 1:43.25 Michael Saruni’ (UTEP) Tucson, Arizona 4/28/18",1:43.25,103.25,,False,False,False,False,False,Michael Saruni’,UTEP,4/28/18,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,95167
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,DEC,multi,4,2,"Decathlon || 8961 || Leo Neugebauer’ (Texas) || Eugene, Oregon || 6/05-06/24","Decathlon 8961 Leo Neugebauer’ (Texas) Eugene, Oregon 6/05-06/24",8961,8961.0,,False,False,False,False,False,Leo Neugebauer’,Texas,6/05-06/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,9141
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,DT,field,3,11,"Discus || 75.56 | 247-11 || Mykolas Alekna’ (Cal) || Ramona, Oklahoma || 4/13/25","Discus 75.56 | 247-11 Mykolas Alekna’ (Cal) Ramona, Oklahoma 4/13/25",75.56,75.56,,False,False,False,False,False,| 247-11 Mykolas Alekna’,Cal,4/13/25,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,74470
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,HJ,field,3,2,"High Jump || 2.38 | 7-9¾ || Hollis Conway (Louisiana-Lafayette) || Provo, Utah || 6/03/89","High Jump 2.38 | 7-9¾ Hollis Conway (Louisiana-Lafayette) Provo, Utah 6/03/89",2.38,2.38,,False,False,False,False,False,| 7-9¾ Hollis Conway,Louisiana-Lafayette,6/03/89,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,44711
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,HT,field,3,14,"Hammer || 81.94 | 268-10 || Balázs Kiss’ (USC) || Tucson, Arizona || 5/19/95","Hammer 81.94 | 268-10 Balázs Kiss’ (USC) Tucson, Arizona 5/19/95",81.94,81.94,,False,False,False,False,False,| 268-10 Balázs Kiss’,USC,5/19/95,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,54625
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,JT,field,3,17,"Javelin || 89.10 | 292-4 || Patrik Bodén’ (Texas) || Austin, Texas || 3/24/90","Javelin 89.10 | 292-4 Patrik Bodén’ (Texas) Austin, Texas 3/24/90",89.10,89.1,,False,False,False,False,False,| 292-4 Patrik Bodén’,Texas,3/24/90,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,50968
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,LJ,field,3,6,"Long Jump || 8.74 | 28-8¼(A) || Erick Walder (Arkansas) || El Paso, Texas || 4/02/94","Long Jump 8.74 | 28-8¼(A) Erick Walder (Arkansas) El Paso, Texas 4/02/94",8.74,8.74,,False,False,False,False,False,| 28-8¼,A,4/02/94,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,63052
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,PV,field,3,3,"Pole Vault || 6.00 | 19-8¼ || Mondo Duplantis (LSU) || Fayetteville, Arkansas || 5/11/19","Pole Vault 6.00 | 19-8¼ Mondo Duplantis (LSU) Fayetteville, Arkansas 5/11/19",6.00,6.0,,False,False,False,False,False,| 19-8¼ Mondo Duplantis,LSU,5/11/19,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,44804
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,SP,field,3,10,"Shot || 22.00 | 72-2¼ || John Godina (UCLA) || Knoxville, Tennessee || 6/03/95","Shot 22.00 | 72-2¼ John Godina (UCLA) Knoxville, Tennessee 6/03/95",22.00,22.0,,False,False,False,False,False,| 72-2¼ John Godina,UCLA,6/03/95,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,64427
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,TJ,field,3,8,"Triple Jump || 17.87 | 58-7½ || Jaydon Hibbert’ (Arkansas) || Baton Rouge, Louisiana || 5/13/23","Triple Jump 17.87 | 58-7½ Jaydon Hibbert’ (Arkansas) Baton Rouge, Louisiana 5/13/23",17.87,17.87,,False,False,False,False,False,| 58-7½ Jaydon Hibbert’,Arkansas,5/13/23,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,ratified_active_candidate,first ratified non-secondary regular-season record listing,32072
